Requester user code,Picktijd (sec)
4,6.666666666666667
4,6.666666666666667
4,6.666666666666667
4,6.666666666666667
4,6.666666666666667
4,8.0
4,8.0
4,8.0
4,8.0
4,10.0
4,10.0
4,10.0
4,13.333333333333334
4,13.333333333333334
4,20.0
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.1111111111111111
4,0.125
4,0.125
4,0.125
4,0.125
4,0.125
4,0.125
4,0.125
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.2
4,0.2
4,0.2
4,0.2
4,0.25
4,0.25
4,0.25
4,0.3333333333333333
4,0.3333333333333333
4,0.5
4,1.9
4,1.9
4,1.9
4,1.9
4,1.9
4,1.9
4,1.9
4,1.9
4,1.9
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.111111111111111
4,2.375
4,2.375
4,2.375
4,2.375
4,2.375
4,2.375
4,2.375
4,2.7142857142857144
4,2.7142857142857144
4,2.7142857142857144
4,2.7142857142857144
4,2.7142857142857144
4,2.7142857142857144
4,3.1666666666666665
4,3.1666666666666665
4,3.1666666666666665
4,3.1666666666666665
4,3.1666666666666665
4,3.8
4,3.8
4,3.8
4,3.8
4,4.75
4,4.75
4,4.75
4,6.333333333333333
4,6.333333333333333
4,9.5
4,7.333333333333333
4,7.333333333333333
4,11.0
4,15.75
4,15.75
4,15.75
4,21.0
4,21.0
4,7.75
4,7.75
4,7.75
4,10.333333333333334
4,10.333333333333334
4,15.5
4,7.666666666666667
4,7.666666666666667
4,11.5
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.111111111111111
4,4.625
4,4.625
4,4.625
4,4.625
4,4.625
4,4.625
4,4.625
4,5.285714285714286
4,5.285714285714286
4,5.285714285714286
4,5.285714285714286
4,5.285714285714286
4,5.285714285714286
4,6.166666666666667
4,6.166666666666667
4,6.166666666666667
4,6.166666666666667
4,6.166666666666667
4,7.4
4,7.4
4,7.4
4,7.4
4,9.25
4,9.25
4,9.25
4,12.333333333333334
4,12.333333333333334
4,18.5
4,8.857142857142858
4,8.857142857142858
4,8.857142857142858
4,8.857142857142858
4,8.857142857142858
4,8.857142857142858
4,10.333333333333334
4,10.333333333333334
4,10.333333333333334
4,10.333333333333334
4,10.333333333333334
4,12.4
4,12.4
4,12.4
4,12.4
4,15.5
4,15.5
4,15.5
4,20.666666666666668
4,20.666666666666668
4,2.5
4,2.5
4,2.5
4,2.5
4,2.5
4,2.5
4,2.5
4,2.857142857142857
4,2.857142857142857
4,2.857142857142857
4,2.857142857142857
4,2.857142857142857
4,2.857142857142857
4,3.333333333333333
4,3.333333333333333
4,3.333333333333333
4,3.333333333333333
4,3.333333333333333
4,4.0
4,4.0
4,4.0
4,4.0
4,5.0
4,5.0
4,5.0
4,6.666666666666667
4,6.666666666666667
4,10.0
4,0.3333333333333333
4,0.3333333333333333
4,0.5
4,2.5
4,2.5
4,2.5
4,3.333333333333333
4,3.333333333333333
4,5.0
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1428571428571428
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.1666666666666666
4,0.2
4,0.2
4,0.2
4,0.2
4,0.25
4,0.25
4,0.25
4,0.3333333333333333
4,0.3333333333333333
4,0.5
4,2.25
4,2.25
4,2.25
4,3.0
4,3.0
4,4.5
4,11.5
4,11.5
4,11.5
4,11.5
4,11.5
4,13.8
4,13.8
4,13.8
4,13.8
4,17.25
4,17.25
4,17.25
4,12.833333333333334
4,12.833333333333334
4,12.833333333333334
4,12.833333333333334
4,12.833333333333334
4,15.4
4,15.4
4,15.4
