Requester user code,Picktijd (sec)
1,19.666666666666668
1,19.666666666666668
1,29.5
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.07692307692307693
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.08333333333333333
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.09090909090909091
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.1111111111111111
1,0.125
1,0.125
1,0.125
1,0.125
1,0.125
1,0.125
1,0.125
1,0.14285714285714285
1,0.14285714285714285
1,0.14285714285714285
1,0.14285714285714285
1,0.14285714285714285
1,0.14285714285714285
1,0.16666666666666666
1,0.16666666666666666
1,0.16666666666666666
1,0.16666666666666666
1,0.16666666666666666
1,0.2
1,0.2
1,0.2
1,0.2
1,0.25
1,0.25
1,0.25
1,0.3333333333333333
1,0.3333333333333333
1,0.5
1,4.0
1,70.0
1,0.5
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.06666666666666667
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
1,0.07142857142857142
